37.9246339445, -91.7724350195, 18, 0
37.9244270136, -91.7724270445, 18, 1
37.9244415701, -91.7724088798, 11, 2
37.9244586302, -91.7723845329, 20, 3
37.9246517434, -91.7724333214, 10, 4
37.9246129172, -91.7725249816, 15, 5
37.9245842335, -91.7725131766, 10, 6
37.924569132, -91.7725447994, 19, 7
37.9244660309, -91.7725676567, 15, 8
37.9245844582, -91.772568084, 17, 9
37.9246428835, -91.7725540765, 16, 10
37.9245765667, -91.77240903, 14, 11
37.9245148211, -91.7725489714, 13, 12
37.924638706, -91.7725228716, 32, 13
37.9245013839, -91.7724503602, 14, 14
37.9246288515, -91.7724296865, 12, 15
37.9245989758, -91.7725578203, 34, 16
37.9245684524, -91.7725633291, 12, 17
37.9245005306, -91.772400645, 22, 18
37.9245993177, -91.7724688101, 29, 19
37.9246319384, -91.7724277076, 16, 20
37.9245311042, -91.7725218575, 10, 21
37.9246564797, -91.7723687241, 12, 22
37.924643051, -91.7724754892, 28, 23
37.9245955799, -91.7724730432, 15, 24
37.9246299968, -91.7724840796, 24, 25
37.9244335451, -91.7725582423, 31, 26
37.9244679762, -91.7725022496, 27, 27
37.9244301542, -91.7724607557, 19, 28
37.9244593222, -91.7724413229, 16, 29
37.9246397013, -91.7724166813, 26, 30
37.9246428151, -91.7724420523, 25, 31
37.924645609, -91.7723761502, 23, 32
37.924445007, -91.7724348076, 18, 33
37.9245679444, -91.7724372798, 10, 34
37.9244309912, -91.7724955542, 21, 35
37.9245732004, -91.7726000385, 28, 36
37.9244961185, -91.7725376979, 12, 37
37.9244901824, -91.7723532271, 14, 38
37.9244509745, -91.7725145367, 24, 39
37.924565392, -91.7725133495, 15, 40
37.9245780872, -91.7725558066, 26, 41
37.9244811353, -91.7725749077, 14, 42
37.924495868, -91.7724901422, 13, 43
37.9244559029, -91.7724904756, 13, 44
37.9245001086, -91.772420495, 30, 45
37.9245409021, -91.7724025968, 22, 46
37.9245235153, -91.7724356045, 34, 47
37.9244942529, -91.7725324513, 18, 48
37.9244446396, -91.7725364325, 24, 49
37.9244197607, -91.7725248908, 31, 50
37.9245136007, -91.7725564222, 25, 51
37.9245386447, -91.7724673977, 19, 52
37.9244853477, -91.7724737309, 25, 53
37.9244657619, -91.7724752636, 17, 54
37.9245368303, -91.7725081471, 16, 55
37.9245372791, -91.7725114276, 23, 56
37.9245482067, -91.7723495037, 17, 57
37.9245078422, -91.7723549152, 13, 58
37.9244584473, -91.7724485409, 14, 59
37.9245388287, -91.7724997908, 15, 60
37.9245677639, -91.7725187712, 22, 61
37.9244530764, -91.7724776342, 16, 62
37.924517396, -91.7725347292, 12, 63
37.9244616553, -91.7724229145, 18, 64
37.9245239207, -91.7725068948, 17, 65
37.9245785856, -91.7725959565, 12, 66
37.9245645788, -91.7724814691, 18, 67
37.9246058713, -91.7723886271, 25, 68
37.924446938, -91.7723754983, 27, 69
37.9244547997, -91.772521019, 17, 70
37.9244509093, -91.7724635075, 11, 71
37.9245772268, -91.7726048694, 23, 72
37.9244634544, -91.7725578628, 23, 73
37.9244224606, -91.7724080157, 15, 74
37.9245656536, -91.7725523836, 34, 75
37.9245912775, -91.7723561666, 29, 76
37.9246023356, -91.7725449694, 14, 77
37.9245059087, -91.7725487842, 32, 78
37.9244858838, -91.7725116609, 23, 79
37.9246240071, -91.7724081129, 32, 80
37.9244205428, -91.7724393453, 30, 81
37.9245576192, -91.7725565718, 22, 82
37.9245631553, -91.7725405078, 13, 83
37.9244735722, -91.7725379974, 29, 84
37.9244801321, -91.7724376033, 21, 85
37.9245241225, -91.7726057696, 23, 86
37.9244373038, -91.7726023324, 34, 87
37.9246104139, -91.7725560378, 21, 88
37.9245497948, -91.772447708, 28, 89
37.9245918008, -91.7726285634, 33, 90
37.9245217884, -91.7724358366, 12, 91
37.9245712963, -91.7724518656, 10, 92
37.9245696234, -91.7724702548, 29, 93
37.9246310752, -91.772452782, 12, 94
37.924612947, -91.7723925536, 25, 95
37.9245932683, -91.7725761317, 31, 96
37.9245811874, -91.7725704158, 15, 97
37.9245568772, -91.7725404009, 30, 98
37.924595272, -91.7723636457, 12, 99
37.9245933113, -91.7724453219, 27, 100
37.9244584913, -91.7725491368, 33, 101
37.9245756571, -91.7725166651, 16, 102
37.9245649971, -91.7725335538, 25, 103
37.9244357745, -91.7725429931, 33, 104
37.9244942044, -91.7724638119, 18, 105
37.9246102359, -91.772582882, 24, 106
37.9244172461, -91.7724897286, 22, 107
37.9245777899, -91.7725067919, 14, 108
37.9245960139, -91.7725157103, 32, 109
37.9244463783, -91.7724338236, 31, 110
37.9245873287, -91.7724752063, 25, 111
37.9246190145, -91.7725857147, 24, 112
37.9244471435, -91.7724853848, 21, 113
37.9246000483, -91.7725226255, 12, 114
37.9244218724, -91.7725380591, 18, 115
37.924596434, -91.7723886176, 33, 116
37.9245884786, -91.7725484352, 10, 117
37.9246422677, -91.7724308721, 18, 118
37.9245549162, -91.7724591884, 32, 119
37.9246866474, -91.7724229104, 10, 120
37.9244560415, -91.7724276275, 34, 121
37.9244903527, -91.772415841, 20, 122
37.9244787852, -91.7724323141, 21, 123
37.924476248, -91.7725162102, 18, 124
37.9246095916, -91.7725180384, 29, 125
37.9245566707, -91.7725486764, 14, 126
37.9244710094, -91.772497807, 28, 127
37.9244554601, -91.7725361131, 15, 128
37.924530396, -91.7726230086, 34, 129
37.924450239, -91.7724262782, 31, 130
37.9245055632, -91.7725619318, 18, 131
37.9244312607, -91.7724520246, 17, 132
37.9244748574, -91.7725432138, 10, 133
37.9244352281, -91.772494009, 20, 134
37.9244218648, -91.7724779559, 19, 135
37.9244831136, -91.7726129663, 33, 136
37.924595328, -91.7724722265, 16, 137
37.9244217509, -91.7725168254, 29, 138
37.9244732011, -91.7725448426, 20, 139
37.9245824968, -91.7724469652, 26, 140
37.9245522798, -91.7725485533, 10, 141
37.9245556352, -91.7725264762, 21, 142
37.9245902951, -91.7724422608, 20, 143
37.9245499552, -91.7725375001, 19, 144
37.9245919651, -91.7726336798, 33, 145
37.9244615333, -91.7724705134, 23, 146
37.924577664, -91.772563862, 16, 147
37.9245764012, -91.7724467785, 34, 148
37.9244190464, -91.7724662284, 30, 149
37.9245327485, -91.7725007508, 11, 150
37.9245030481, -91.7724395821, 15, 151
37.9243918491, -91.7724755824, 14, 152
37.9246002743, -91.7725152127, 15, 153
37.9245485916, -91.772403603, 34, 154
37.9245131506, -91.772566506, 10, 155
37.9244612691, -91.7725587812, 22, 156
37.9244535667, -91.7724429716, 14, 157
37.9244734535, -91.7725042975, 16, 158
37.9246713147, -91.772491902, 19, 159
37.9245736747, -91.7725584165, 32, 160
37.9245226436, -91.772412678, 25, 161
37.9246516598, -91.772572791, 29, 162
37.9245618984, -91.7725437618, 16, 163
37.9244443264, -91.7724728439, 27, 164
37.9244336932, -91.7725201629, 25, 165
37.9245317336, -91.7725541315, 19, 166
37.9244684045, -91.7724565924, 14, 167
37.924481173, -91.7725497609, 17, 168
37.9244373357, -91.7724520383, 33, 169
37.9245936659, -91.7724497419, 32, 170
37.9245867014, -91.7725412648, 11, 171
37.92444982, -91.7724166013, 33, 172
37.9244907782, -91.7725712742, 25, 173
37.9244937175, -91.7725291561, 17, 174
37.9245760352, -91.7723674786, 22, 175
37.9245163881, -91.7724399168, 28, 176
37.9246017242, -91.7724730093, 18, 177
